source_id,input_url,normalized_url,domain,scheme,homepage_url,robots_url,robots_ok,robots_sitemaps,robots_disallow_detected,robots_can_fetch_homepage,has_known_api,known_api_adapter,known_api_endpoint_hint,has_rss,rss_urls,rss_valid_count,has_sitemap,sitemap_urls,sitemap_url_count,html_status_code,html_title,html_text_length,html_link_count,html_extract_ok,sample_extracted_text_length,js_required,paywall_detected,captcha_detected,login_detected,best_strategy,tos_risk,status,error_message,profiled_at
baotintuc_vn,https://baotintuc.vn/kinh-te-128ct0.htm,https://baotintuc.vn/kinh-te-128ct0.htm,baotintuc.vn,https,https://baotintuc.vn/kinh-te-128ct0.htm,https://baotintuc.vn/robots.txt,False,[],False,True,False,,,False,[],0,False,[],0,0,,0,0,False,0,False,False,False,False,manual_review,unknown,review,"[WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
Traceback (most recent call last):
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpx\_transports\default.py"", line 101, in map_httpcore_exceptions
    yield
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpx\_transports\default.py"", line 250, in handle_request
    resp = self._pool.handle_request(req)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection_pool.py"", line 256, in handle_request
    raise exc from None
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection_pool.py"", line 236, in handle_request
    response = connection.handle_request(
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection.py"", line 101, in handle_request
    raise exc
httpcore.ConnectTimeout: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\source_profiler.py"", line 265, in profile_source
    probe = run_html_probe(norm, homepage_url, self.rules, self._fetch_text, self.raw_store)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\html_probe.py"", line 38, in run_html_probe
    status, html = fetch_text(homepage_url)
                   ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\source_profiler.py"", line 201, in _fetch_text
    return self.http.get_text(url)
           ^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\utils\cache.py"", line 152, in get_text
    entry = self.get(url)
            ^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\utils\cache.py"", line 142, in get
    entry = self._fetch_uncached(url)
            ^^^^^^^^^^^^^^^^^^^^^^^^^
httpx.ConnectTimeout: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
",2026-05-19 08:26:10.780073
batdongsan_com_vn,https://batdongsan.com.vn,https://batdongsan.com.vn/,batdongsan.com.vn,https,https://batdongsan.com.vn/,https://batdongsan.com.vn/robots.txt,True,"[""https://batdongsan.com.vn/sitemap.xml"", ""https://batdongsan.com.vn/wiki/sitemaps/sitemap_index.xml"", ""https://batdongsan.com.vn/tin-tuc/sitemaps/sitemap_index.xml"", ""https://batdongsan.com.vn/phan-tich-danh-gia/sitemaps/sitemap_index.xml""]",True,True,False,,,False,[],0,False,[],0,403,,0,0,False,0,True,True,False,False,playwright_fallback,medium,active_candidate,,2026-05-19 08:26:16.090668
beincrypto_com,https://beincrypto.com/type/news/,https://beincrypto.com/type/news,beincrypto.com,https,https://beincrypto.com/type/news,https://beincrypto.com/robots.txt,True,[],False,True,False,,,True,"[""https://beincrypto.com/feed""]",1,False,[],0,403,,0,0,False,0,True,True,False,False,rss_then_article_extract,medium,active,,2026-05-19 08:29:36.697802
bnews_vn,https://bnews.vn,https://bnews.vn/,bnews.vn,https,https://bnews.vn/,https://bnews.vn/robots.txt,False,[],False,True,False,,,False,[],0,False,[],0,0,,0,0,False,0,False,False,False,False,manual_review,unknown,review,"[SSL: UNSAFE_LEGACY_RENEGOTIATION_DISABLED] unsafe legacy renegotiation disabled (_ssl.c:1000)
Traceback (most recent call last):
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpx\_transports\default.py"", line 101, in map_httpcore_exceptions
    yield
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpx\_transports\default.py"", line 250, in handle_request
    resp = self._pool.handle_request(req)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection_pool.py"", line 256, in handle_request
    raise exc from None
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection_pool.py"", line 236, in handle_request
    response = connection.handle_request(
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection.py"", line 101, in handle_request
    raise exc
httpcore.ConnectError: [SSL: UNSAFE_LEGACY_RENEGOTIATION_DISABLED] unsafe legacy renegotiation disabled (_ssl.c:1000)

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\source_profiler.py"", line 265, in profile_source
    probe = run_html_probe(norm, homepage_url, self.rules, self._fetch_text, self.raw_store)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\html_probe.py"", line 38, in run_html_probe
    status, html = fetch_text(homepage_url)
                   ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\source_profiler.py"", line 201, in _fetch_text
    return self.http.get_text(url)
           ^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\utils\cache.py"", line 152, in get_text
    entry = self.get(url)
            ^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\utils\cache.py"", line 142, in get
    entry = self._fetch_uncached(url)
            ^^^^^^^^^^^^^^^^^^^^^^^^^
httpx.ConnectError: [SSL: UNSAFE_LEGACY_RENEGOTIATION_DISABLED] unsafe legacy renegotiation disabled (_ssl.c:1000)
",2026-05-19 08:25:56.992305
diaoconline_vn,https://diaoconline.vn,https://diaoconline.vn/,diaoconline.vn,https,https://diaoconline.vn/,https://diaoconline.vn/robots.txt,False,[],False,True,False,,,False,[],0,False,[],0,0,,0,0,False,0,False,False,False,False,manual_review,unknown,review,"[WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
Traceback (most recent call last):
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpx\_transports\default.py"", line 101, in map_httpcore_exceptions
    yield
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpx\_transports\default.py"", line 250, in handle_request
    resp = self._pool.handle_request(req)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection_pool.py"", line 256, in handle_request
    raise exc from None
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection_pool.py"", line 236, in handle_request
    response = connection.handle_request(
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection.py"", line 101, in handle_request
    raise exc
httpcore.ConnectTimeout: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\source_profiler.py"", line 265, in profile_source
    probe = run_html_probe(norm, homepage_url, self.rules, self._fetch_text, self.raw_store)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\html_probe.py"", line 38, in run_html_probe
    status, html = fetch_text(homepage_url)
                   ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\source_profiler.py"", line 201, in _fetch_text
    return self.http.get_text(url)
           ^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\utils\cache.py"", line 152, in get_text
    entry = self.get(url)
            ^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\utils\cache.py"", line 142, in get
    entry = self._fetch_uncached(url)
            ^^^^^^^^^^^^^^^^^^^^^^^^^
httpx.ConnectTimeout: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
",2026-05-19 08:28:36.239513
forexfactory_com,https://www.forexfactory.com/news,https://www.forexfactory.com/news,forexfactory.com,https,https://www.forexfactory.com/news,https://www.forexfactory.com/robots.txt,True,"[""https://www.forexfactory.com/sitemap-index.xml""]",False,True,False,,,False,[],0,False,[],0,403,,0,0,False,0,True,True,False,False,playwright_fallback,medium,active_candidate,,2026-05-19 08:29:27.930185
gso_gov_vn,https://www.gso.gov.vn,https://www.gso.gov.vn/,gso.gov.vn,https,https://www.gso.gov.vn/,https://www.gso.gov.vn/robots.txt,False,[],False,True,False,,,False,[],0,False,[],0,0,,0,0,False,0,False,False,False,False,manual_review,unknown,review,"[WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
Traceback (most recent call last):
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpx\_transports\default.py"", line 101, in map_httpcore_exceptions
    yield
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpx\_transports\default.py"", line 250, in handle_request
    resp = self._pool.handle_request(req)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection_pool.py"", line 256, in handle_request
    raise exc from None
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection_pool.py"", line 236, in handle_request
    response = connection.handle_request(
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection.py"", line 101, in handle_request
    raise exc
httpcore.ConnectTimeout: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\source_profiler.py"", line 265, in profile_source
    probe = run_html_probe(norm, homepage_url, self.rules, self._fetch_text, self.raw_store)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\html_probe.py"", line 38, in run_html_probe
    status, html = fetch_text(homepage_url)
                   ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\source_profiler.py"", line 201, in _fetch_text
    return self.http.get_text(url)
           ^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\utils\cache.py"", line 152, in get_text
    entry = self.get(url)
            ^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\utils\cache.py"", line 142, in get
    entry = self._fetch_uncached(url)
            ^^^^^^^^^^^^^^^^^^^^^^^^^
httpx.ConnectTimeout: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
",2026-05-19 08:29:12.598290
hnx_vn,https://www.hnx.vn,https://www.hnx.vn/,hnx.vn,https,https://www.hnx.vn/,https://www.hnx.vn/robots.txt,False,[],False,True,False,,,False,[],0,False,[],0,0,,0,0,False,0,False,False,False,False,manual_review,unknown,review,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)
Traceback (most recent call last):
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpx\_transports\default.py"", line 101, in map_httpcore_exceptions
    yield
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpx\_transports\default.py"", line 250, in handle_request
    resp = self._pool.handle_request(req)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection_pool.py"", line 256, in handle_request
    raise exc from None
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection_pool.py"", line 236, in handle_request
    response = connection.handle_request(
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\lehoa\AppData\Roaming\Python\Python312\site-packages\httpcore\_sync\connection.py"", line 101, in handle_request
    raise exc
httpcore.ConnectError: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\source_profiler.py"", line 265, in profile_source
    probe = run_html_probe(norm, homepage_url, self.rules, self._fetch_text, self.raw_store)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\html_probe.py"", line 38, in run_html_probe
    status, html = fetch_text(homepage_url)
                   ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\profiler\source_profiler.py"", line 201, in _fetch_text
    return self.http.get_text(url)
           ^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\utils\cache.py"", line 152, in get_text
    entry = self.get(url)
            ^^^^^^^^^^^^^
  File ""D:\save code\WEB\Economy\leonquant\leon_web_intel\src\utils\cache.py"", line 142, in get
    entry = self._fetch_uncached(url)
            ^^^^^^^^^^^^^^^^^^^^^^^^^
httpx.ConnectError: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)
",2026-05-19 08:29:13.808822
investing_com,https://www.investing.com/news,https://www.investing.com/news,investing.com,https,https://www.investing.com/news,https://www.investing.com/robots.txt,True,"[""https://www.investing.com/sitemap_index.xml""]",True,True,False,,,False,[],0,True,"[""https://www.investing.com/sitemap_index.xml"", ""https://www.investing.com/ec_events_sitemap.xml"", ""https://www.investing.com/analysis_sitemap.xml"", ""https://www.investing.com/equities_ov_sitemap.xml"", ""https://www.investing.com/equities_ov_sitemap_2.xml"", ""https://www.investing.com/equities_ov_sitemap_3.xml"", ""https://www.investing.com/equities_ov_sitemap_4.xml"", ""https://www.investing.com/equities_ov_sitemap_5.xml"", ""https://www.investing.com/equities_ov_sitemap_6.xml"", ""https://www.investing.com/equities_ov_sitemap_7.xml"", ""https://www.investing.com/equities_ov_sitemap_8.xml"", ""https://www.investing.com/equities_ov_sitemap_9.xml"", ""https://www.investing.com/certificates_ov_sitemap.xml"", ""https://www.investing.com/crypto_coins_ov_sitemap.xml"", ""https://www.investing.com/commodities_ov_sitemap.xml"", ""https://www.investing.com/currencies_ov_sitemap.xml"", ""https://www.investing.com/crypto_pairs_ov_sitemap.xml"", ""https://www.investing.com/crypto_pairs_ov_sitemap_2.xml"", ""https://www.investing.com/indices_ov_sitemap.xml"", ""https://www.investing.com/indices_ov_sitemap_2.xml"", ""https://www.investing.com/funds_ov_sitemap.xml"", ""https://www.investing.com/funds_ov_sitemap_2.xml"", ""https://www.investing.com/funds_ov_sitemap_3.xml"", ""https://www.investing.com/funds_ov_sitemap_4.xml"", ""https://www.investing.com/funds_ov_sitemap_5.xml"", ""https://www.investing.com/funds_ov_sitemap_6.xml"", ""https://www.investing.com/funds_ov_sitemap_7.xml"", ""https://www.investing.com/funds_ov_sitemap_8.xml"", ""https://www.investing.com/funds_ov_sitemap_9.xml"", ""https://www.investing.com/funds_ov_sitemap_10.xml"", ""https://www.investing.com/funds_ov_sitemap_11.xml"", ""https://www.investing.com/rates-bonds_ov_sitemap.xml"", ""https://www.investing.com/rates-bonds_ov_sitemap_2.xml"", ""https://www.investing.com/etfs_ov_sitemap.xml"", ""https://www.investing.com/etfs_ov_sitemap_2.xml"", ""https://www.investing.com/etfs_ov_sitemap_3.xml"", ""https://www.investing.com/equities_forum_sitemap.xml"", ""https://www.investing.com/equities_forum_sitemap_2.xml"", ""https://www.investing.com/indices_forum_sitemap.xml"", ""https://www.investing.com/currencies_forum_sitemap.xml"", ""https://www.investing.com/commodities_forum_sitemap.xml"", ""https://www.investing.com/base_sitemap.xml"", ""https://www.investing.com/etfs_forum_sitemap.xml"", ""https://www.investing.com/crypto_forum_sitemap.xml"", ""https://www.investing.com/pro_portfolio_sitemap.xml"", ""https://www.investing.com/pro_market_cap_sitemap.xml"", ""https://www.investing.com/pro_explorer_sitemap.xml"", ""https://www.investing.com/etfs_dividends_sitemap.xml""]",48,403,,0,0,False,0,True,True,False,False,sitemap_then_article_extract,medium,active,,2026-05-19 08:29:27.335486
kinhtechungkhoan_vn,https://kinhtechungkhoan.vn,https://kinhtechungkhoan.vn/,kinhtechungkhoan.vn,https,https://kinhtechungkhoan.vn/,https://kinhtechungkhoan.vn/robots.txt,True,[],False,True,False,,,False,[],0,False,[],0,403,,0,0,False,0,True,True,False,False,playwright_fallback,medium,active_candidate,,2026-05-19 08:25:56.988706
